type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2016-02-11 04:55:10	47.717913000	-122.247276000	96.6	0.815			
T	2016-02-11 04:55:11	47.717921000	-122.247284000	96.6	0.815			
T	2016-02-11 04:55:12	47.717928000	-122.247291000	96.6	0.815			
T	2016-02-11 04:55:13	47.717931000	-122.247297000	96.6	0.815			
T	2016-02-11 04:55:14	47.717933000	-122.247301000	96.6	0.815			
T	2016-02-11 04:55:15	47.717935000	-122.247304000	96.7	0.815			
T	2016-02-11 04:55:16	47.717936000	-122.247306000	96.6	0.815			
T	2016-02-11 04:55:17	47.717937000	-122.247307000	96.7	0.815			
T	2016-02-11 04:55:18	47.717938000	-122.247307000	96.7	0.815			
T	2016-02-11 04:55:19	47.717938000	-122.247308000	96.7	0.815			
T	2016-02-11 04:55:20	47.717939000	-122.247308000	96.8	0.815			
T	2016-02-11 04:55:21	47.717940000	-122.247307000	96.9	0.815			
T	2016-02-11 04:55:22	47.717940000	-122.247306000	96.9	0.815			
T	2016-02-11 04:55:23	47.717939000	-122.247306000	96.9	0.815			
T	2016-02-11 04:55:24	47.717939000	-122.247305000	96.8	0.815			
T	2016-02-11 04:55:25	47.717938000	-122.247304000	96.7	0.815			
T	2016-02-11 04:55:26	47.717937000	-122.247303000	96.7	0.815			
T	2016-02-11 04:55:27	47.717935000	-122.247303000	96.7	0.815			
T	2016-02-11 04:55:28	47.717934000	-122.247302000	96.7	0.815			
T	2016-02-11 04:55:29	47.717933000	-122.247301000	96.8	0.815			
T	2016-02-11 04:55:30	47.717933000	-122.247300000	96.8	0.815			
T	2016-02-11 04:55:31	47.717934000	-122.247299000	96.8	0.815			
T	2016-02-11 04:55:32	47.717935000	-122.247298000	96.9	0.815			
T	2016-02-11 04:55:33	47.717937000	-122.247288000	96.9	0.816			
T	2016-02-11 04:55:34	47.717938000	-122.247282000	96.9	0.816			
T	2016-02-11 04:55:35	47.717940000	-122.247276000	96.9	0.816			
T	2016-02-11 04:55:36	47.717941000	-122.247273000	96.9	0.816			
T	2016-02-11 04:55:37	47.717943000	-122.247270000	96.9	0.816			
T	2016-02-11 04:55:38	47.717946000	-122.247267000	96.9	0.816			
T	2016-02-11 04:55:39	47.717948000	-122.247263000	96.9	0.816			
T	2016-02-11 04:55:40	47.717952000	-122.247260000	96.9	0.816			
T	2016-02-11 04:55:41	47.717959000	-122.247255000	96.9	0.816			
T	2016-02-11 04:55:42	47.717961000	-122.247251000	96.9	0.816			
T	2016-02-11 04:55:43	47.717962000	-122.247248000	96.9	0.817			
T	2016-02-11 04:55:44	47.717962000	-122.247244000	97.0	0.817			
T	2016-02-11 04:55:45	47.717961000	-122.247237000	97.0	0.817			
T	2016-02-11 04:55:46	47.717962000	-122.247229000	97.1	0.818			
T	2016-02-11 04:55:47	47.717965000	-122.247218000	97.1	0.818			
T	2016-02-11 04:55:48	47.717971000	-122.247206000	97.2	0.818			
T	2016-02-11 04:55:49	47.717977000	-122.247195000	97.1	0.818			
T	2016-02-11 04:55:50	47.717980000	-122.247186000	97.2	0.818			
T	2016-02-11 04:55:51	47.717981000	-122.247179000	97.2	0.819			
T	2016-02-11 04:55:52	47.717979000	-122.247173000	97.2	0.819			
T	2016-02-11 04:55:53	47.717975000	-122.247167000	97.2	0.820			
T	2016-02-11 04:55:54	47.717969000	-122.247163000	97.2	0.821			
T	2016-02-11 04:55:55	47.717964000	-122.247159000	97.2	0.821			
T	2016-02-11 04:55:56	47.717961000	-122.247154000	97.2	0.822			
T	2016-02-11 04:55:57	47.717954000	-122.247141000	97.2	0.823			
T	2016-02-11 04:55:58	47.717945000	-122.247134000	97.2	0.824			
T	2016-02-11 04:55:59	47.717939000	-122.247130000	97.2	0.825			
T	2016-02-11 04:56:00	47.717930000	-122.247124000	97.2	0.826			
T	2016-02-11 04:56:01	47.717930000	-122.247129000	97.2	0.826			
T	2016-02-11 04:56:02	47.717925000	-122.247126000	97.3	0.826			
T	2016-02-11 04:56:03	47.717920000	-122.247126000	97.3	0.826			
T	2016-02-11 04:56:04	47.717916000	-122.247128000	97.2	0.827			
T	2016-02-11 04:56:05	47.717916000	-122.247123000	97.2	0.827			
T	2016-02-11 04:56:06	47.717916000	-122.247126000	97.2	0.827			
T	2016-02-11 04:56:07	47.717912000	-122.247133000	97.2	0.827			
T	2016-02-11 04:56:08	47.717916000	-122.247149000	97.2	0.827			
T	2016-02-11 04:56:09	47.717909000	-122.247157000	97.2	0.827			
T	2016-02-11 04:56:10	47.717911000	-122.247167000	97.3	0.827			
T	2016-02-11 04:56:11	47.717907000	-122.247174000	97.3	0.827			
T	2016-02-11 04:56:12	47.717903000	-122.247180000	97.3	0.827			
T	2016-02-11 04:56:13	47.717898000	-122.247186000	97.2	0.827			
T	2016-02-11 04:56:14	47.717893000	-122.247188000	97.2	0.827			
T	2016-02-11 04:56:15	47.717891000	-122.247193000	97.2	0.827			
T	2016-02-11 04:56:16	47.717887000	-122.247198000	97.2	0.827			
T	2016-02-11 04:56:17	47.717885000	-122.247206000	97.2	0.827			
T	2016-02-11 04:56:18	47.717882000	-122.247217000	97.1	0.827			
T	2016-02-11 04:56:19	47.717878000	-122.247227000	97.2	0.827			
T	2016-02-11 04:56:20	47.717877000	-122.247233000	97.2	0.827			
T	2016-02-11 04:56:21	47.717874000	-122.247239000	97.3	0.827			
T	2016-02-11 04:56:22	47.717869000	-122.247245000	97.3	0.827			
T	2016-02-11 04:56:23	47.717864000	-122.247249000	97.2	0.827			
T	2016-02-11 04:56:24	47.717864000	-122.247253000	97.2	0.827			
T	2016-02-11 04:56:25	47.717859000	-122.247250000	97.2	0.828			
T	2016-02-11 04:56:26	47.717851000	-122.247242000	97.2	0.829			
T	2016-02-11 04:56:27	47.717846000	-122.247242000	97.1	0.829			
T	2016-02-11 04:56:28	47.717849000	-122.247249000	97.2	0.829			
T	2016-02-11 04:56:29	47.717837000	-122.247243000	97.2	0.830			
T	2016-02-11 04:56:30	47.717826000	-122.247235000	97.2	0.832			
T	2016-02-11 04:56:31	47.717815000	-122.247217000	97.2	0.833			
T	2016-02-11 04:56:32	47.717809000	-122.247210000	97.2	0.834			
T	2016-02-11 04:56:33	47.717810000	-122.247211000	97.3	0.834			
T	2016-02-11 04:56:34	47.717799000	-122.247197000	97.3	0.836			
T	2016-02-11 04:56:35	47.717789000	-122.247184000	97.3	0.837			
T	2016-02-11 04:56:36	47.717781000	-122.247182000	97.3	0.838			
T	2016-02-11 04:56:37	47.717781000	-122.247190000	97.3	0.838			
T	2016-02-11 04:56:38	47.717780000	-122.247192000	97.3	0.838			
T	2016-02-11 04:56:39	47.717782000	-122.247199000	97.4	0.838			
T	2016-02-11 04:56:40	47.717782000	-122.247198000	97.3	0.838			
T	2016-02-11 04:56:41	47.717786000	-122.247208000	97.4	0.838			
T	2016-02-11 04:56:42	47.717786000	-122.247209000	97.3	0.838			
T	2016-02-11 04:56:43	47.717788000	-122.247220000	97.3	0.838			
T	2016-02-11 04:56:44	47.717788000	-122.247218000	97.3	0.838			
T	2016-02-11 04:56:45	47.717792000	-122.247226000	97.3	0.838			
T	2016-02-11 04:56:46	47.717793000	-122.247223000	97.3	0.838			
T	2016-02-11 04:56:47	47.717800000	-122.247236000	97.4	0.838			
T	2016-02-11 04:56:48	47.717801000	-122.247244000	97.4	0.838			
T	2016-02-11 04:56:49	47.717802000	-122.247247000	97.4	0.838			
T	2016-02-11 04:56:50	47.717804000	-122.247256000	97.4	0.838			
T	2016-02-11 04:56:51	47.717806000	-122.247263000	97.4	0.838			
T	2016-02-11 04:56:52	47.717807000	-122.247259000	97.5	0.838			
T	2016-02-11 04:56:53	47.717806000	-122.247253000	97.5	0.838			
T	2016-02-11 04:56:54	47.717816000	-122.247255000	97.5	0.839			
T	2016-02-11 04:56:55	47.717813000	-122.247267000	97.5	0.840			
T	2016-02-11 04:56:56	47.717813000	-122.247284000	97.4	0.840			
T	2016-02-11 04:56:57	47.717817000	-122.247296000	97.4	0.841			
T	2016-02-11 04:56:58	47.717823000	-122.247310000	97.4	0.842			
T	2016-02-11 04:56:59	47.717827000	-122.247322000	97.4	0.843			
T	2016-02-11 04:57:00	47.717832000	-122.247334000	97.4	0.844			
T	2016-02-11 04:57:01	47.717838000	-122.247348000	97.5	0.845			
T	2016-02-11 04:57:02	47.717844000	-122.247356000	97.5	0.846			
T	2016-02-11 04:57:03	47.717852000	-122.247367000	97.5	0.847			
T	2016-02-11 04:57:04	47.717865000	-122.247365000	97.5	0.849			
T	2016-02-11 04:57:05	47.717881000	-122.247366000	97.5	0.850			
T	2016-02-11 04:57:06	47.717894000	-122.247369000	97.5	0.852			
T	2016-02-11 04:57:07	47.717905000	-122.247368000	97.5	0.853			
T	2016-02-11 04:57:08	47.717909000	-122.247371000	97.5	0.853			
T	2016-02-11 04:57:09	47.717909000	-122.247373000	97.5	0.853			
T	2016-02-11 04:57:10	47.717917000	-122.247370000	97.5	0.854			
T	2016-02-11 04:57:11	47.717918000	-122.247370000	97.5	0.854			
T	2016-02-11 04:57:12	47.717918000	-122.247372000	97.5	0.854			
T	2016-02-11 04:57:13	47.717912000	-122.247371000	97.5	0.854			
T	2016-02-11 04:57:14	47.717908000	-122.247370000	97.5	0.854			
T	2016-02-11 04:57:15	47.717902000	-122.247370000	97.4	0.854			
T	2016-02-11 04:57:16	47.717890000	-122.247367000	97.4	0.856			
T	2016-02-11 04:57:17	47.717878000	-122.247365000	97.5	0.857			
T	2016-02-11 04:57:18	47.717873000	-122.247359000	97.5	0.858			
T	2016-02-11 04:57:19	47.717864000	-122.247358000	97.5	0.859			
T	2016-02-11 04:57:20	47.717865000	-122.247357000	97.6	0.859			
T	2016-02-11 04:57:21	47.717869000	-122.247357000	97.5	0.859			
T	2016-02-11 04:57:22	47.717869000	-122.247363000	97.6	0.859			
T	2016-02-11 04:57:23	47.717874000	-122.247364000	97.6	0.859			
T	2016-02-11 04:57:24	47.717886000	-122.247362000	97.6	0.859			
T	2016-02-11 04:57:25	47.717898000	-122.247361000	97.6	0.859			
T	2016-02-11 04:57:26	47.717903000	-122.247357000	97.6	0.859			
T	2016-02-11 04:57:27	47.717903000	-122.247351000	97.6	0.859			
T	2016-02-11 04:57:28	47.717910000	-122.247343000	97.6	0.859			
T	2016-02-11 04:57:29	47.717911000	-122.247334000	97.6	0.859			
T	2016-02-11 04:57:30	47.717907000	-122.247329000	97.6	0.859			
T	2016-02-11 04:57:31	47.717904000	-122.247325000	97.6	0.859			
T	2016-02-11 04:57:32	47.717905000	-122.247322000	97.6	0.859			
T	2016-02-11 04:57:33	47.717906000	-122.247320000	97.6	0.859			
T	2016-02-11 04:57:34	47.717905000	-122.247319000	97.6	0.859			
T	2016-02-11 04:57:35	47.717898000	-122.247318000	97.5	0.860			
T	2016-02-11 04:57:36	47.717890000	-122.247318000	97.5	0.861			
T	2016-02-11 04:57:37	47.717883000	-122.247311000	97.5	0.862			
T	2016-02-11 04:57:38	47.717878000	-122.247307000	97.5	0.863			
T	2016-02-11 04:57:39	47.717875000	-122.247306000	97.6	0.863			
T	2016-02-11 04:57:40	47.717872000	-122.247304000	97.6	0.863			
T	2016-02-11 04:57:41	47.717870000	-122.247301000	97.6	0.864			
T	2016-02-11 04:57:42	47.717864000	-122.247299000	97.6	0.864			
T	2016-02-11 04:57:43	47.717862000	-122.247301000	97.6	0.864			
T	2016-02-11 04:57:44	47.717860000	-122.247302000	97.6	0.865			
T	2016-02-11 04:57:45	47.717863000	-122.247303000	97.6	0.865			
T	2016-02-11 04:57:46	47.717865000	-122.247303000	97.7	0.865			
T	2016-02-11 04:57:47	47.717868000	-122.247306000	97.7	0.865			
T	2016-02-11 04:57:48	47.717866000	-122.247309000	97.7	0.865			
T	2016-02-11 04:57:49	47.717867000	-122.247307000	97.7	0.865			
T	2016-02-11 04:57:50	47.717869000	-122.247306000	97.7	0.865			
T	2016-02-11 04:57:51	47.717875000	-122.247302000	97.7	0.865			
T	2016-02-11 04:57:52	47.717881000	-122.247298000	97.7	0.865			
T	2016-02-11 04:57:53	47.717883000	-122.247297000	97.8	0.865			
T	2016-02-11 04:57:54	47.717880000	-122.247292000	97.8	0.865			
T	2016-02-11 04:57:55	47.717882000	-122.247282000	97.7	0.865			
T	2016-02-11 04:57:56	47.717883000	-122.247271000	97.7	0.865			
T	2016-02-11 04:57:57	47.717878000	-122.247265000	97.6	0.866			
T	2016-02-11 04:57:58	47.717875000	-122.247273000	97.6	0.866			
T	2016-02-11 04:57:59	47.717870000	-122.247276000	97.6	0.867			
T	2016-02-11 04:58:00	47.717864000	-122.247272000	97.6	0.867			
T	2016-02-11 04:58:01	47.717857000	-122.247268000	97.6	0.868			
T	2016-02-11 04:58:02	47.717851000	-122.247267000	97.6	0.869			
T	2016-02-11 04:58:03	47.717836000	-122.247261000	97.6	0.871			
T	2016-02-11 04:58:04	47.717823000	-122.247257000	97.7	0.872			
T	2016-02-11 04:58:05	47.717810000	-122.247252000	97.7	0.874			
T	2016-02-11 04:58:06	47.717810000	-122.247259000	97.8	0.874			
T	2016-02-11 04:58:07	47.717807000	-122.247260000	97.8	0.874			
T	2016-02-11 04:58:08	47.717802000	-122.247253000	97.8	0.875			
T	2016-02-11 04:58:09	47.717802000	-122.247249000	97.8	0.875			
T	2016-02-11 04:58:10	47.717799000	-122.247238000	97.9	0.875			
T	2016-02-11 04:58:11	47.717798000	-122.247230000	97.9	0.875			
T	2016-02-11 04:58:12	47.717785000	-122.247225000	97.9	0.877			
T	2016-02-11 04:58:13	47.717780000	-122.247226000	97.9	0.877			
T	2016-02-11 04:58:14	47.717779000	-122.247212000	97.9	0.878			
T	2016-02-11 04:58:15	47.717780000	-122.247202000	97.9	0.878			
T	2016-02-11 04:58:16	47.717805000	-122.247186000	97.9	0.878			
T	2016-02-11 04:58:17	47.717811000	-122.247180000	97.9	0.878			
T	2016-02-11 04:58:18	47.717817000	-122.247171000	97.9	0.878			
T	2016-02-11 04:58:19	47.717830000	-122.247178000	97.9	0.879			
T	2016-02-11 04:58:20	47.717840000	-122.247177000	97.8	0.880			
T	2016-02-11 04:58:21	47.717852000	-122.247188000	97.8	0.881			
T	2016-02-11 04:58:22	47.717857000	-122.247191000	97.8	0.882			
T	2016-02-11 04:58:23	47.717856000	-122.247187000	97.8	0.882			
T	2016-02-11 04:58:24	47.717859000	-122.247190000	97.9	0.882			
T	2016-02-11 04:58:25	47.717861000	-122.247190000	97.8	0.882			
T	2016-02-11 04:58:26	47.717861000	-122.247189000	97.9	0.882			
T	2016-02-11 04:58:27	47.717861000	-122.247187000	97.9	0.882			
T	2016-02-11 04:58:28	47.717861000	-122.247185000	97.8	0.883			
T	2016-02-11 04:58:29	47.717861000	-122.247182000	97.9	0.883			
T	2016-02-11 04:58:30	47.717860000	-122.247180000	97.9	0.883			
T	2016-02-11 04:58:31	47.717859000	-122.247177000	97.8	0.883			
T	2016-02-11 04:58:32	47.717856000	-122.247171000	97.8	0.883			
T	2016-02-11 04:58:33	47.717851000	-122.247164000	97.8	0.883			
T	2016-02-11 04:58:34	47.717847000	-122.247160000	97.8	0.883			
T	2016-02-11 04:58:35	47.717845000	-122.247155000	97.9	0.883			
T	2016-02-11 04:58:36	47.717843000	-122.247150000	97.9	0.883			
T	2016-02-11 04:58:37	47.717839000	-122.247143000	97.9	0.883			
T	2016-02-11 04:58:38	47.717834000	-122.247135000	97.8	0.883			
T	2016-02-11 04:58:39	47.717828000	-122.247124000	97.8	0.883			
T	2016-02-11 04:58:40	47.717822000	-122.247116000	97.9	0.883			
T	2016-02-11 04:58:41	47.717815000	-122.247106000	97.9	0.883			
T	2016-02-11 04:58:42	47.717807000	-122.247096000	97.9	0.883			
T	2016-02-11 04:58:43	47.717801000	-122.247088000	97.9	0.883			
T	2016-02-11 04:58:44	47.717795000	-122.247080000	97.9	0.883			
T	2016-02-11 04:58:45	47.717790000	-122.247073000	97.9	0.883			
T	2016-02-11 04:58:46	47.717790000	-122.247072000	97.9	0.883			
T	2016-02-11 04:58:47	47.717794000	-122.247076000	97.9	0.883			
T	2016-02-11 04:58:48	47.717799000	-122.247079000	97.9	0.883			
T	2016-02-11 04:58:49	47.717806000	-122.247087000	97.9	0.884			
T	2016-02-11 04:58:50	47.717814000	-122.247095000	97.8	0.885			
T	2016-02-11 04:58:51	47.717819000	-122.247098000	97.8	0.885			
T	2016-02-11 04:58:52	47.717824000	-122.247098000	97.9	0.886			
T	2016-02-11 04:58:53	47.717829000	-122.247102000	97.9	0.886			
T	2016-02-11 04:58:54	47.717832000	-122.247103000	97.9	0.886			
T	2016-02-11 04:58:55	47.717834000	-122.247103000	97.9	0.886			
T	2016-02-11 04:58:56	47.717843000	-122.247112000	97.8	0.886			
T	2016-02-11 04:58:57	47.717849000	-122.247117000	97.8	0.886			
T	2016-02-11 04:58:58	47.717867000	-122.247127000	97.8	0.886			
T	2016-02-11 04:58:59	47.717884000	-122.247139000	97.8	0.886			
T	2016-02-11 04:59:00	47.717900000	-122.247151000	97.9	0.886			
T	2016-02-11 04:59:01	47.717917000	-122.247161000	98.0	0.886			
T	2016-02-11 04:59:02	47.717932000	-122.247174000	98.0	0.886			
T	2016-02-11 04:59:03	47.717956000	-122.247184000	98.0	0.886			
T	2016-02-11 04:59:04	47.717973000	-122.247190000	98.0	0.886			
T	2016-02-11 04:59:05	47.717989000	-122.247200000	98.0	0.886			
T	2016-02-11 04:59:06	47.718003000	-122.247212000	98.1	0.886			
T	2016-02-11 04:59:07	47.718015000	-122.247226000	97.9	0.886			
T	2016-02-11 04:59:08	47.718026000	-122.247241000	97.9	0.888			
T	2016-02-11 04:59:09	47.718037000	-122.247250000	97.9	0.889			
T	2016-02-11 04:59:10	47.718044000	-122.247260000	97.9	0.890			
T	2016-02-11 04:59:11	47.718051000	-122.247271000	97.9	0.891			
T	2016-02-11 04:59:12	47.718063000	-122.247283000	98.0	0.893			
T	2016-02-11 04:59:13	47.718070000	-122.247293000	98.0	0.894			
